name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"poisson-amour-secret","fre001135","","Poisson","0","L'Amour Secret","Comédie en un Acte en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/POISSON_AMOURSECRET.xml","","","","","1722","7","false","0.8571428571428571","0.7619047619047619","1.2380952380952381","lisette|clitandre|eraste","4.571428571428571","2","1740","1722","6","7","1","6","0","0","1","16","","21","","0","7313","7160","19","0","854"
"poisson-boite-de-pandore","fre001136","","Poisson","0","La Boîte de Pandore","Comédie en un Acte en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/POISSON_BOITEDEPANDORE.xml","","","","","1766","18","false","0.608922558922559","0.1830065359477124","1.7954545454545454","mercure","3.111111111111111","3","","1766","11","18","9","8","1","0","2","28","","17","","1","6871","5830","19","0","772"
"poisson-holande-malade","fre001137","","Poisson","0","La Hollande Malade, Comédie en un Acte","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/POISSON_HOLANDEMALADE.xml","","","","","1672","15","false","0.8327272727272728","0.4857142857142857","1.5714285714285714","marille","6.8","3","1672","1672","11","15","6","3","6","0","1","51","","10","","1","5041","4842","107","0","520"
"poisson-sot-venge","fre001138","","Poisson","0","Le Sot Vengé, Comédie en un Acte","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/POISSON_SOTVENGE.xml","","","","","1661","6","false","0.8222222222222223","0.7333333333333333","1.2666666666666666","le-compere","3.6666666666666665","2","1661","1679","5","6","1","4","1","0","1","11","","13","","1","4481","4347","33","0","585"
"pompigny-noeud-d-amour","fre001139","","Pompigny","0","Le Noeud d'Amour","Comédie en un Acte et en Prose.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/POMPIGNY_NOEUDDAMOUR.xml","","","","","1779","6","false","1","1","1","several characters","5","1","1779","1782","5","6","2","1","3","0","1","15","","12","","1","4859","4626","70","269","30"
"ponsart-moliere-a-vienne","fre001140","","Ponsard","0","Molière à Vienne","Comédie en Deux Actes, en Prose","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PONSART_MOLIEREAVIENNE.xml","","","","","1851","16","false","0.8188138250638252","0.45","1.6166666666666667","moliere","6.75","3","1851","1876","13","16","1","6","9","0","1","54","","16","","2","11644","10467","396","512","66"
"poulhariez-taciturne","fre001141","","Poulhariez","0","Le Taciturne","Comédie en un Acte et en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/POULHARIEZ_TACITURNE.xml","","","","","1773","7","false","1","1","1","several characters","6","1","1773","1778","6","7","3","4","0","0","1","21","","13","","0","6118","5925","417","6","582"
"pousset-de-montauban-felicie","fre001142","","Montauban","0","Les Charmes de Félicie","Tirés de la Diane de Montemaior.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/POUSSETDEMONTAUBAN_FELICIE.xml","","","","","1654","10","false","0.9444444444444444","0.8888888888888888","1.1111111111111112","several characters","8","2","","1654","9","10","4","5","1","0","1","40","","28","","5","18553","17921","69","0","2008"
"pousset-de-montauban-zenobie","fre001143","","Montauban","0","Zénobie Reine d'Arménie","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/POUSSETDEMONTAUBAN_ZENOBIE.xml","","","","","1653","11","false","0.8051948051948052","0.6727272727272727","1.3272727272727274","zenobie","6.7272727272727275","2","","1653","10","11","3","6","2","0","1","37","","17","","5","15545","14582","19","0","1635"
"prade-arsace","fre001146","","Prade","0","Arsace, Roi des Parthes","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PRADE_ARSACE.xml","","","","","1662","6","false","0.8444444444444446","0.8","1.2","araxie|arsace","4","2","1662","1666","5","6","2","3","1","0","1","12","","39","","5","16725","15609","27","0","1743"
"pradel-moliere-avignon","fre001144","","Pradel","0","Molière et Mignard à Avignon","Comédie-Vaudeville en un acte.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PRADEL_MOLIEREAVIGNON.xml","","","","","1829","10","false","0.9376984126984127","0.8222222222222222","1.1777777777777778","moliere|belton","7.4","2","1829","1829","9","10","2","5","3","0","1","37","","18","","0","5305","4751","212","199","310"
"pradel-trait-de-moliere","fre001145","","Pradel","0","Un Trait de Molière","Prologue du Tartuffe en vers","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PRADEL_TRAITDEMOLIERE.xml","","","","","1821","4","false","1","1","1","several characters","3","1","1863","1821","3","4","1","2","1","0","1","6","","6","","0","3217","3060","113","0","352"
"pradon-mort-de-bajazet","fre001147","","Pradon","1","Tamerlan ou La Mort de Bajazet","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PRADON_MORTDEBAJAZET.xml","","","","","1676","7","false","0.6428571428571429","0.5238095238095238","1.5714285714285714","andronic|asterie","3.142857142857143","3","1676","1676","5","7","0","7","0","0","1","11","","27","","5","16099","14636","20","0","1679"
"pradon-phedre","fre001148","","Pradon","0","Phèdre et Hippolyte","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PRADON_PHEDRE.xml","","","","","1677","8","false","0.6708333333333334","0.5","1.5357142857142858","aricie|thesee","3.5","3","1677","1677","6","8","4","4","0","0","1","14","","27","","5","17182","15519","12","0","1825"
"pradon-regulus","fre001149","","Pradon","0","Régulus","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PRADON_REGULUS.xml","","","","","1687","9","false","0.6738095238095239","0.5833333333333334","1.4166666666666667","fulvie","4.666666666666667","2","","1687","8","9","3","5","1","0","1","21","","37","","0","14985","12757","26","0","1496"
"pradon-scipion","fre001150","","Pradon","0","Scipion l'Africain","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PRADON_SCIPION.xml","","","","","1697","10","false","0.6","0.35555555555555557","1.7777777777777777","scipion","3.2","3","1697","1697","7","10","4","6","0","0","1","16","","30","","5","13562","12552","21","0","1471"
"pradon-statira","fre001151","","Pradon","0","Statira","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PRADON_STATIRA.xml","","","","","1677","8","false","0.7999999999999999","0.6071428571428571","1.4642857142857142","roxane|cassander","4.25","3","1677","1680","6","8","4","4","0","0","1","17","","36","","5","15200","14374","40","0","1700"
"puget-de-la-serre-climene","fre001152","","Puget de la Serre","0","Climène ou Le Triomphe de la Vertu","Tragi-Comédie en Prose","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PUGETDELASERRE_CLIMENE.xml","","","","","1643","13","false","0.4256410256410256","0.23076923076923078","2","pamphilie","2.769230769230769","3","1660","1643","7","13","3","8","2","0","2","18","","33","","3","12600","11697","133","311","0"
"puget-de-la-serre-martyre-sainte-catherine","fre001153","","Puget de la Serre","0","Le Martyre de Sainte Catherine","Tragédie en Prose","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PUGETDELASERRE_MARTYRESAINTECATHERINE.xml","","","","","1643","11","false","0.7463203463203463","0.36363636363636365","1.6888888888888889","sainte-catherine","3.6363636363636362","3","","1643","7","11","5","6","0","0","2","20","","19","","1","11575","10610","72","260","0"
"puget-de-la-serre-pandoste-i","fre001154","","Puget de la Serre","0","Pandoste ou La Princesse Malheureuse","Tragédie en Prose","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PUGETDELASERRE_PANDOSTE_I.xml","","","","","1631","16","false","0.6556547619047619","0.19166666666666668","1.9620253164556962","pandoste","2.875","3","1631","1631","8","16","0","4","12","0","3","23","","20","","4","11887","10437","86","145","0"
"puget-de-la-serre-pandoste-ii","fre001155","","Puget de la Serre","0","Pandoste [ii] ou La Princesse Malheureuse","Tragédie en Prose","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PUGETDELASERRE_PANDOSTE_II.xml","","","","","1631","13","false","0.6227106227106227","0.3333333333333333","2.1923076923076925","fauvye|doraste|le-paysan","4","5","1631","1631","7","13","1","3","9","0","1","26","","27","","3","9201","7703","43","219","0"
"puget-de-la-serre-sac-de-carthage","fre001156","","Puget de la Serre","0","Le Sac de Carthage","Tragédie en Prose","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PUGETDELASERRE_SACDECARTHAGE.xml","","","","","1642","14","false","0.6427437641723357","0.3956043956043956","1.7362637362637363","amilcar","5.142857142857143","3","1642","1642","10","14","3","10","1","0","1","36","","28","","5","12395","11726","40","281","0"
"puget-de-la-serre-thesee","fre001157","","Puget de la Serre","0","Thésée ou Le Prince Reconnu","Tragédie en Prose","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PUGETDELASERRE_THESEE.xml","","","","","1644","12","false","0.6944444444444445","0.3787878787878788","1.7272727272727273","egee","4.166666666666667","3","","1644","9","12","4","7","1","0","1","25","","29","","4","15223","15003","38","378","0"
"puget-de-la-serre-thomas-morus","fre001158","","Puget de la Serre","0","Thomas Morus","Ou le Triomphe de la Foi, et de la Constance","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PUGETDELASERRE_THOMASMORUS.xml","","","","","1642","12","false","0.692989417989418","0.42424242424242425","1.6666666666666667","le-roi","4.666666666666667","3","","1642","10","12","5","5","2","0","1","28","","26","","4","15461","14589","73","597","0"
"pure-deroute-des-precieuses","fre001159","","Pure","0","La Déroute des Précieuses","Mascarade","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PURE_DEROUTEDESPRECIEUSES.xml","","","","","1659","7","false","0","0.047619047619047616","1","colporteur-portant|le-colporteur-criant","0.2857142857142857","1","","1659","1","7","0","3","4","0","6","1","","6","","0","1144","627","486","0","79"
"pure-ostorius","fre001160","","Pure","0","Ostorius","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/PURE_OSTORIUS.xml","","","","","1658","7","false","0.9523809523809524","0.9523809523809523","1.0476190476190477","several characters","5.714285714285714","2","1658","1659","6","7","3","3","1","0","1","20","","30","","3","15977","14667","40","0","1693"
"quinault-agrippa","fre001161","","Quinault","0","Agrippa Roi d'Albe ou Le Faux Tiberinus","Dédié au Roi","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_AGRIPPA.xml","","","","","1663","10","false","0.7604761904761904","0.4666666666666667","1.6222222222222222","lavinie|tirrhene","4.2","3","1682","1663","7","10","4","5","1","0","1","21","","25","","0","18104","16902","50","0","1822"
"quinault-alceste","fre001162","","Quinault","1","Alceste ou Le Triomphe d'Alcide","Tragédie","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_ALCESTE.xml","","","","","1682","42","true","0.6849836896543336","0.18466898954703834","2.1390013495276654","choeur","7.571428571428571","4","1682","1739","24","42","10","11","21","0","4","159","","41","","6","9873","7198","581","0","1029"
"quinault-amadis","fre001163","","Quinault","0","Amadis","Tragédie en Musique.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_AMADIS.xml","","","","","1684","23","true","0.6537674885500973","0.23715415019762845","2.047430830039526","le-choeur","5.217391304347826","4","1684","1684","14","23","5","4","14","0","1","60","","25","","6","5991","5159","599","0","686"
"quinault-amalasonte","fre001164","","Quinault","0","Amalasonte","Tragi-Comédie.","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_AMALASONTE.xml","","","","","1661","10","false","0.7573015873015874","0.6222222222222222","1.3777777777777778","amalfrede","5.6","2","","1661","9","10","4","6","0","0","1","28","","48","","5","17614","16245","68","0","1792"
"quinault-armide","fre001165","","Quinault","0","Armide","Tragédie","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_ARMIDE.xml","","","","","1686","23","true","0.7155221590004198","0.2134387351778656","2.292490118577075","le-choeur","4.695652173913044","5","1686","1686","13","23","5","4","14","0","1","54","","23","","6","7668","6844","655","0","832"
"quinault-atys","fre001166","","Quinault","0","Atys","Tragédie en Musique","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_ATYS.xml","","","","","1676","53","false","0.8773087807494022","0.1509433962264151","2.549115913555992","cybele","7.849056603773585","5","1676","1676","18","53","6","9","38","0","2","208","","34","","5","9811","9053","653","0","1179"
"quinault-bellerophon","fre001167","","Quinault","0","Bellérophon","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_BELLEROPHON.xml","","","","","1671","8","false","0.7083333333333333","0.6071428571428571","1.4285714285714286","proetus|stenobee|philonoe","4.25","3","1671","1715","6","8","4","4","0","0","1","17","","24","","5","14257","14001","18","0","1511"
"quinault-cadmus-hermione","fre001168","","Quinault","0","Cadmus et Hermione","Tragédie","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_CADMUSHERMIONE.xml","","","","","1673","39","true","0.8336220449932826","0.21052631578947367","2.4696356275303644","arbas","8","5","1673","1673","23","39","7","9","23","0","1","156","","30","","6","8748","7372","1446","0","894"
"quinault-comedie-sans-comedie","fre001169","","Quinault","0","La Comédie sans Comédie","Comédie.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_COMEDIESANSCOMEDIE.xml","","","","","1655","32","false","0.811607142857143","0.1431451612903226","1.2247191011235956","several characters","4.4375","3","1655","1657","7","32","10","21","1","0","5","71","","38","","5","19751","18318","298","2","1911"
"quinault-coups-de-l-amour","fre001170","","Quinault","0","Les Coups de l'Amour et de la Fortune.","Dédiée à son Altesse de Guise.","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_COUPSDELAMOUR.xml","","","","","1655","12","false","0.8843133718133717","0.7878787878787878","1.2121212121212122","aurore|roger|lothaire","8.666666666666666","2","1665","1655","11","12","4","5","3","0","1","52","","32","","5","16889","15247","12","0","1737"
"quinault-docteur-de-verre","fre001171","","Quinault","0","Le Docteur de Verre","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_DOCTEURDEVERRE.xml","","","","","1689","8","false","0.75","0.5714285714285714","1","several characters","4","1","1689","1689","5","8","2","4","2","0","2","16","","7","","1","4497","4402","31","2","456"
"quinault-fantome-amoureux","fre001172","","Quinault","0","Le Fantome Amoureux","Tragi-Comédie.","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_FANTOMEAMOUREUX.xml","","","","","1657","12","false","0.7990079365079364","0.5909090909090909","1.4242424242424243","fabrice","6.5","3","1659","1657","10","12","4","6","1","0","1","39","","42","","5","18237","16893","87","0","1892"
"quinault-fetes-amour-bacchus","fre001173","","Quinault","0","Les Fêtes de l'Amour et de Bacchus","Pastorale","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_FETESAMOURBACCHUS.xml","","","","","1672","44","false","0.7836336865748631","0.17019027484143764","2.763702801461632","tous-ensemble","7.318181818181818","5","1682","1672","18","44","5","5","34","0","3","161","","26","","4","5724","4754","1323","0","607"
"quinault-genereuse-ingratitude","fre001174","","Quinault","0","La Généreuse Ingratitude","Tragi-Comédie Pastorale","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_GENEREUSEINGRATITUDE.xml","","","","","1656","12","false","0.7748015873015873","0.6212121212121212","1.4242424242424243","several characters","6.833333333333333","3","1665","1656","9","12","3","7","2","0","1","41","","39","","5","16745","15390","9","0","1772"
"quinault-grotte","fre001175","","Quinault","0","Le Grotte de Versailles Eglogue en Musique","","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_GROTTE.xml","","","","","1668","10","false","0.4066666666666666","0.24444444444444444","1.3888888888888888","iris","2.2","2","","1668","5","10","3","5","2","0","3","11","","6","","1","1239","1035","263","0","119"
"quinault-isis","fre001176","","Quinault","0","Isis","Tragédie en Musique","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_ISIS.xml","","","","","1677","70","true","0.8451633858314146","0.12049689440993788","2.734575569358178","mercure","8.314285714285715","5","1677","1687","25","70","9","8","53","0","1","291","","35","","6","8787","7538","796","0","1002"
"quinault-les-rivales","fre001555","","Quinault","0","Les Rivales","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_RIVALES.xml","","","","","1653","9","false","0.7936507936507936","0.6944444444444444","1.3333333333333333","several characters","5.555555555555555","3","1653","1661","7","9","4","4","1","0","1","25","","34","","5","16697","16267","35","0","1841"
"quinault-mere-coquette","fre001177","","Quinault","0","La Mère Coquette","Ou les Amants Brouillés","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_MERECOQUETTE.xml","","","","","1665","8","false","0.8708333333333333","0.75","1.25","laurette","5.25","2","1665","1665","7","8","3","3","2","0","1","21","","32","","5","18463","17614","24","0","2005"
"quinault-persee","fre001178","","Quinault","0","Persée","Tragédie","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_PERSEE.xml","","","","","1682","49","true","0.8256335206673234","0.1522108843537415","2.492273730684327","cephee","7.3061224489795915","5","1682","1682","23","49","10","10","29","0","5","179","","37","","6","8938","7973","703","0","1046"
"quinault-proserpine","fre001179","","Quinault","0","Proserpine","Tragédie en Musique, Ornée d'Entrées de Ballet, de Machines et de Changements de Théâtre","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_PROSERPINE.xml","","","","","1680","40","false","0.6913267376328521","0.14358974358974358","2.1711409395973154","le-choeur","5.6","4","1680","1680","19","40","5","7","28","0","5","112","","37","","5","9297","8332","786","0","1106"
"quinault-roland","fre001180","","Quinault","0","Roland","Tragédie en musique","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_ROLAND.xml","","","","","1685","31","true","0.8419005725457337","0.13978494623655913","2.2884615384615383","roland","4.193548387096774","4","1685","1685","12","31","6","7","18","0","4","65","","28","","6","9359","8576","665","0","1139"
"quinault-stratonice","fre001181","","Quinault","0","Stratonice","Tragi-Comédie","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_STRATONICE.xml","","","","","1660","10","false","0.7202380952380952","0.5333333333333333","1.5333333333333334","stratonice","4.8","3","1660","1660","8","10","4","5","1","0","1","24","","29","","5","17093","16848","33","0","1802"
"quinault-temple-de-la-paix","fre001182","","Quinault","0","Le Temple de la Paix Ballet Dansé Devant sa Majesté à Fontainebleau le [15] d'Octobre 1685.","","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_TEMPLEDELAPAIX.xml","","","","","1685","21","false","0.8169866159361958","0.40476190476190477","1.6285714285714286","silvie","8.095238095238095","3","","1685","17","21","3","7","11","0","1","85","","7","","1","4360","3639","894","0","450"
"quinault-thesee","fre001183","","Quinault","0","Thésée","Tragédie en Musique Ornée d'Entrées de Ballets, de Machines et de Changements de Théâtre, Représentée Devant S. M., à Saint-Germain en Laye, le Onzième Jour de Janvier 1675.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/QUINAULT_THESEE.xml","","","","","1675","38","true","0.8114623680413153","0.1906116642958748","1.7986798679867986","several characters","7.052631578947368","4","1675","1675","11","38","5","5","28","0","3","134","","44","","5","10164","9079","614","0","1297"
"racine-alexandre-66","fre001185","Q2834224","Racine","0","Alexandre le Grand","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_ALEXANDRE66.xml","","","","","1665","6","false","1","1","1","several characters","5","1","1665","1666","5","6","2","4","0","0","1","15","","23","4","5","16700","14812","3","0","1658"
"racine-alexandre","fre001184","Q2834224","Racine","0","Alexandre le Grand","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_ALEXANDRE.xml","","","","","1665","6","false","1","1","1","several characters","5","1","1665","1697","5","6","2","4","0","0","1","15","","23","4","5","16558","13959","3","0","1591"
"racine-andromaque-68","fre001187","Q512807","Racine","2","Andromaque","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_ANDROMAQUE68.xml","","","","","1667","8","false","0.525","0.4642857142857143","1.7142857142857142","pyrrhus|andromaque","3.25","3","1667","1668","5","8","4","4","0","0","1","13","","28","19","5","17455","15637","0","0","1756"
"racine-andromaque","fre001186","Q512807","Racine","0","Andromaque","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_ANDROMAQUE.xml","","","","","1667","8","false","0.47916666666666663","0.42857142857142855","1.7857142857142858","pyrrhus","3","3","1667","1697","5","8","4","4","0","0","1","12","","28","19","5","17335","15342","0","0","1711"
"racine-athalie","fre001188","Q754687","Racine","1","Athalie","Tragédie Tirée de l'Ecriture Sainte.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_ATHALIE.xml","","","","","1691","14","false","0.6405895691609977","0.4175824175824176","1.6593406593406594","josabet|joad","5.428571428571429","3","1691","1691","10","14","4","7","3","0","1","38","","35","8","5","18607","15991","85","0","1888"
"racine-bajazet","fre001189","Q788676","Racine","0","Bajazet","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_BAJAZET.xml","","","","","1672","7","false","0.6666666666666666","0.5238095238095238","1.4761904761904763","atalide","3.142857142857143","2","1672","1672","6","7","4","3","0","0","1","11","","36","8","0","17078","15645","6","0","1830"
"racine-berenice","fre001190","Q793366","Racine","0","Bérénice","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_BERENICE.xml","","","","","1670","7","false","0.6666666666666666","0.5238095238095238","1.4761904761904763","antiochus","3.142857142857143","2","1670","1671","6","7","2","5","0","0","1","11","","29","12","5","15725","13599","20","0","1589"
"racine-britannicus","fre001191","Q1196012","Racine","0","Britannicus","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_BRITANNICUS.xml","","","","","1669","7","false","0.8380952380952381","0.7142857142857143","1.2857142857142858","agrippine","4.285714285714286","2","1669","1670","6","7","3","4","0","0","1","15","","33","10","5","19299","15657","6","0","1835"
"racine-esther","fre001192","Q746818","Racine","1","Esther","Tragédie Tirée de l'Ecriture Sainte.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_ESTHER.xml","","","","","1689","10","false","0.6009523809523809","0.4","1.5833333333333333","esther","3.6","3","1689","1689","7","10","3","5","2","0","2","18","","23","7","3","13940","11614","136","0","1381"
"racine-iphigenie","fre001193","Q903424","Racine","3","Iphigénie","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_IPHIGENIE.xml","","","","","1674","10","false","0.6971428571428572","0.5111111111111111","1.5777777777777777","clytemnestre","4.6","3","1674","1675","8","10","5","5","0","0","1","23","","37","8","5","18368","16073","5","0","1846"
"racine-mithridate","fre001194","Q740134","Racine","0","Mithridate","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_MITHRIDATE.xml","","","","","1673","7","false","0.7238095238095239","0.7619047619047619","1.2380952380952381","monime","4.571428571428571","2","1673","1673","6","7","2","5","0","0","1","16","","29","5","0","16708","15172","8","0","1754"
"racine-phedre-77","fre001196","Q969098","Racine","0","Phèdre et Hippolyte","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_PHEDRE77.xml","","","","","1677","8","false","0.6625000000000001","0.5357142857142857","1.5714285714285714","thesee","3.75","3","1677","1677","6","8","5","3","0","0","1","15","","30","25","5","16400","14888","4","0","1701"
"racine-phedre","fre001195","Q969098","Racine","0","Phèdre (1697)","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_PHEDRE.xml","","","","","1677","8","false","0.6625000000000001","0.5357142857142857","1.5714285714285714","thesee","3.75","3","1677","1697","6","8","5","3","0","0","1","15","","30","25","5","16103","14781","4","0","1701"
"racine-plaideurs-69","fre001198","Q583392","Racine","0","Les Plaideurs","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_PLAIDEURS69.xml","","","","","1668","9","false","0.8613756613756615","0.7777777777777778","1.2222222222222223","l-intime|dandin|chicanneau","6.222222222222222","2","1668","1669","8","9","2","6","1","0","1","28","","26","7","3","11341","10138","22","0","1206"
"racine-plaideurs","fre001197","Q583392","Racine","0","Les Plaideurs","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_PLAIDEURS.xml","","","","","1668","8","false","0.8964285714285714","0.8571428571428571","1.1428571428571428","several characters","6","2","1668","1697","7","8","1","4","3","0","1","24","","26","7","1","10475","9460","18","0","1181"
"racine-thebaide-64","fre001200","Q3213141","Racine","0","La Thébaïde","Ou les Frères Ennemis","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_THEBAIDE64.xml","","","","","1664","9","false","0.8441798941798941","0.6944444444444444","1.3055555555555556","jocaste","5.555555555555555","2","1664","1664","8","9","3","5","1","0","1","25","","25","7","5","15842","15289","24","0","1693"
"racine-thebaide","fre001199","Q3213141","Racine","0","La Thébaïde","Ou les Frères Ennemis","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RACINE_THEBAIDE.xml","","","","","1664","9","false","0.7854497354497354","0.6388888888888888","1.3611111111111112","jocaste","5.111111111111111","2","1664","1697","8","9","3","5","1","0","1","23","","25","7","5","14952","13953","21","0","1560"
"radet-raboteau-avare-ami","fre001467","","Radet","1","L'Avare et son Ami","En un Acte et en Prose","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RADET-RABOTEAU_AVAREAMI.xml","","","","","1801","10","false","1","1","1","several characters","9","1","1801","1801","9","10","2","5","3","0","1","45","","13","","0","6710","6496","258","333","334"
"raisin-merlin-gascon","fre001460","","Raisin","0","Merlin Gascon","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RAISIN_MERLINGASCON.xml","","","","","1690","8","false","0.8380952380952382","0.7142857142857143","1.2857142857142858","merlin|finette","5","2","1690","1690","7","8","3","4","1","0","1","20","","19","","1","7459","7306","0","449","0"
"rayssiguier-palinice","fre001201","","De Rayssiguier","0","Palinice, Circeine et Florice","Tragi-Comédie Pastorale","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/RAYSSIGUIER_PALINICE.xml","","","","","1634","8","false","1","1","1","several characters","7","1","","1634","7","8","3","5","0","0","1","28","","27","","5","15186","14655","133","2","1681"
"regnard-arlequin-aux-enfers","fre001202","","Regnard","0","Arlequin aux Enfers, Comédie","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/REGNARD_ARLEQUINAUXENFERS.xml","","","","","1689","10","false","0.788888888888889","0.5111111111111111","1.488888888888889","arlequin","4.6","2","1689","1689","9","10","3","4","3","0","1","23","","10","","1","7765","7113","138","241","8"
