name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"biancollelli-foire-galante","fre000128","","Biancolelli","0","La Foire Galante le Mariage d'Arlequin","Opéra Comique","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BIANCOLLELLI_FOIREGALANTE.xml","","","","","1710","14","false","0.7980935730935731","0.46153846153846156","1.5384615384615385","arlequin","6","2","1710","1710","13","14","3","4","7","0","1","42","","25","","0","4578","4345","517","0","674"
"biancollelli-oedipe-travesti","fre000129","","Biancolelli","0","Oedipe Travesti","Parodie de la Tragédie d'Oedipe","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BIANCOLLELLI_OEDIPETRAVESTI.xml","","","","","1719","10","false","0.6338095238095238","0.4444444444444444","1.6444444444444444","trivelin|colombine","4","3","1719","1719","7","10","1","8","1","0","1","20","","13","","1","5459","5196","30","0","594"
"biancollelli-romagnesi-arcagambis","fre000124","","Biancolelli","3","Arcagambis","Tragédie en un Acte","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BIANCOLLELLIROMAGNESI_ARCAGAMBIS.xml","","","","","1726","6","false","0.8055555555555555","0.6666666666666666","1.3333333333333333","arcagambis","3.3333333333333335","2","1726","1726","5","6","2","4","0","0","1","10","","11","","1","3903","3111","18","0","363"
"biancollelli-romagnesi-bonne-femme","fre000125","","Biancolelli","1","La Bonne Femme","Parodie de l'opéra d'Hypermnestre","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BIANCOLLELLIROMAGNESI_BONNEFEMME.xml","","","","","1726","15","false","0.7055555555555556","0.26666666666666666","1.901098901098901","hypermnestre|lyncee|le-choeur","3.7333333333333334","3","1726","1738","8","15","1","4","10","0","2","28","","18","","1","3548","3246","550","46","415"
"bideau-de-montigny-semiramis","fre000130","","Bideau de Montigny","0","Sémiramis","Tragédie en Cinq Actes","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BIDEAUDEMONTIGNY_SEMIRAMIS.xml","","","","","1749","14","false","0.8608225108225108","0.6813186813186813","1.3296703296703296","l-interet|la-pitie|semiramis","8.857142857142858","3","","1749","12","14","7","3","4","0","1","62","","15","","5","3344","3134","24","1","297"
"bievre-seducteur","fre000131","","Bièvre","0","Le Séducteur","Comédie en Cinq Actes et en Vers.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BIEVRE_SEDUCTEUR.xml","","","","","1783","9","false","0.8611111111111112","0.8055555555555556","1.1944444444444444","le-marquis","6.444444444444445","2","1783","1783","8","9","3","5","1","0","1","29","","38","","5","21270","19635","594","6","2228"
"bievre-vercingentorixe","fre000132","","Bièvre","0","Vercingentorixe","Tragédie.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BIEVRE_VERCINGENTORIXE.xml","","","","","1770","8","false","0.8392857142857143","0.7857142857142857","1.2142857142857142","vercingentorixe","5.5","2","","1770","7","8","1","7","0","0","1","22","","7","","1","9627","2421","111","0","272"
"bilhaud-gustave","fre001519","","Bilhaud","0","Gustave !","Comédie de Salon en un Acte","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BILHAUD_GUSTAVE.xml","","","","","1782","2","false","0","1","1","gaston|gontran","1","1","1782","1884","1","2","0","2","0","0","1","1","","2","","0","3391","3318","185","322","0"
"bilhaud-premier-amour","fre000133","","Bilhaud","0","Premier Amour","Monologue","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BILHAUD_PREMIERAMOUR.xml","","","","","1881","1","false","0","0","0","l-amoureux","0","0","","1881","0","1","0","1","0","0","1","0","","1","","1","1238","1212","4","0","240"
"billard-pleureur-malgre-lui","fre000136","","Billard-Demonceau","0","Le Pleureur Malgré Lui","Comédie.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BILLARD_PLEUREURMALGRELUI.xml","","","","","1779","8","false","0.7916666666666666","0.5","1.5","monsieur-jovial","3.5","2","","1779","7","8","1","4","3","0","1","14","","11","","1","8465","8388","173","0","943"
"billardon-de-sauvigny-hirza","fre000134","","Billardon de Sauvigny","0","Hirza","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BILLARDONDESAUVIGNY_HIRZA.xml","","","","","1767","5","false","1","1","1","several characters","4","1","1767","1767","4","5","1","3","1","0","1","10","","28","","5","12518","11144","231","0","1262"
"billardon-de-sauvigny-vashington","fre000135","","Billardon de Sauvigny","0","Washington ou La Liberté du Nouveau Monde","Tragédie en Quatre Actes","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BILLARDONDESAUVIGNY_VASHINGTON.xml","","","","","1754","16","false","0.7177128427128427","0.3333333333333333","1.8","laurens","5","3","1754","1791","12","16","0","7","9","0","1","40","","27","","4","12627","11623","395","0","1340"
"bizet-boites","fre000138","","Bizet","0","Les Boîtes, ou La Conspiration des Mouchoirs, Divertissement-Vaudeville","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BIZET_BOITES.xml","","","","","1796","11","false","0.8404040404040405","0.6","1.4181818181818182","subtil|blaise|scevola","6","3","1796","1796","9","11","0","0","11","0","1","33","","18","","0","4555","4359","388","145","227"
"bizet-simonot-gilles-tout-seul","fre000137","","Bizet","1","Gilles Tout Seul","Vaudeville en un Acte.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BIZET-SIMONOT_GILLESTOUTSEUL.xml","","","","","1799","1","false","0","0","0","gilles","0","0","1799","1799","0","1","0","1","0","0","1","0","","2","","0","5561","5433","800","82","411"
"blanc-druides","fre000139","","Blanc","0","Les Druides","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BLANC_DRUIDES.xml","","","","","1772","7","false","0.8714285714285713","0.8095238095238095","1.1904761904761905","emirene|cyndonax|emnon","4.857142857142857","2","1772","1783","6","7","2","5","0","0","1","17","","36","","5","16175","15558","592","0","1797"
"blanc-supplice-d-un-paysan","fre000140","","Blanc","0","Lou Supplice d'un Paysan","anecdote dramatigue, en vers patois et français","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BLANC_SUPPLICEDUNPAYSAN.xml","","","","","1753","1","false","0","0","0","un-paysan","0","0","1753","1865","0","1","0","1","0","0","1","0","","1","","1","1857","1805","0","0","210"
"blemond-moliere-auteuil","fre001465","","Blémont","0","Molière en Bonne Fortune","Comédie en un Acte en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BLEMOND_MOLIEREAUTEUIL.xml","","","","","1876","5","false","1","1","1","several characters","4","1","1876","1897","4","5","1","3","1","0","1","10","","8","","0","7274","6764","53","0","864"
"blemont-moliere-en-bonne-fortune","fre000142","","Blémont","0","Molière en Bonne Fortune","Comédie en un Acte en vers","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BLEMONT_MOLIEREENBONNEFORTUNE.xml","","","","","1897","7","false","1","1","1","several characters","6","1","","1897","6","7","2","5","0","0","1","21","","9","","1","5803","5636","215","0","696"
"blemont-petite-rosange","fre000143","","Blémont","0","La Petite Rosange","Comédie en un Acte en vers","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BLEMONT_PETITEROSANGE.xml","","","","","1897","13","false","0.8843933843933842","0.6025641025641025","1.3974358974358974","corneille|voiture","7.230769230769231","2","","1897","12","13","3","8","2","0","1","47","","8","","0","5903","5700","185","0","698"
"blemont-valade-barbier-de-moliere","fre000141","","Blémont","1","Le Barbier de Pézenas","Comédie en un Acte en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BLEMONT-VALADE_BARBIERDEMOLIERE.xml","","","","","1804","9","false","0.8698412698412699","0.7222222222222222","1.2777777777777777","gely|claudine|roustecagnac","5.777777777777778","2","1804","1897","8","9","1","5","3","0","1","26","","10","","1","5524","5317","360","0","666"
"blemont-visite-a-corneille","fre000144","","Blémont","0","Visite à Corneille","POÈME","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BLEMONT_VISITEACORNEILLE.xml","","","","","1897","1","false","0","0","0","le-jeune-femme","0","0","","1897","0","1","0","0","1","0","1","0","","1","","0","2024","1916","70","0","216"
"bohaire-jesus-christ","fre000145","","Bohaire-Dutheil","0","Jésus-Christ","Ou la Véritable Religion.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOHAIRE_JESUSCHRIST.xml","","","","","1792","21","false","0.37037037037037035","0.1523809523809524","2.111111111111111","jesus","3.0476190476190474","4","","1792","12","21","2","3","16","0","3","32","","57","","5","13979","12573","285","0","1436"
"bohaire-siege-de-paris","fre000146","","Bohaire-Dutheil","0","Le Siège de Paris","et les vers de La Henriade de Voltaire","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOHAIRE_SIEGEDEPARIS.xml","","","","","1780","14","false","0.36904761904761907","0.18681318681318682","1.4516129032258065","pothier","2.4285714285714284","2","","1780","6","14","0","6","8","0","4","17","","27","","5","9680","6467","258","0","688"
"boileau-heros-de-roman","fre000147","","Boileau","0","Les Héros de Roman","Dialogue A la Manière de Lucien","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOILEAU_HEROSDEROMAN.xml","","","","","1805","19","false","1","1","1","several characters","18","1","","1805","18","19","4","13","2","0","1","171","","1","","1","10180","8587","0","253","33"
"boisrobert-amant-ridicule","fre000148","","Boisrobert","0","L'Amant Ridicule","Comédie Représentée dans le Ballet du Roi","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISROBERT_AMANTRIDICULE.xml","","","","","1655","4","false","1","1","1","several characters","3","1","1655","1655","3","4","2","2","0","0","1","6","","5","","1","2681","2537","2","0","264"
"boisrobert-belle-invisible","fre000149","","Boisrobert","0","La Belle Invisible","Ou la Constance Eprouvée","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISROBERT_BELLEINVISIBLE.xml","","","","","1653","19","false","0.7155844155844155","0.2807017543859649","1.8011695906432748","don-carlos","5.052631578947368","3","1653","1656","16","19","3","5","11","0","1","48","","37","","0","17496","16484","357","0","1803"
"boisrobert-cassandre","fre000150","","Boisrobert","0","Cassandre","Comtesse de Barcelone","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISROBERT_CASSANDRE.xml","","","","","1653","10","false","0.8057142857142857","0.7333333333333333","1.2666666666666666","cassandre","6.6","2","1653","1654","9","10","2","3","5","0","1","33","","36","","5","17555","16274","128","0","1815"
"boisrobert-rivaux-amis","fre000151","","Boisrobert","0","Les Rivaux Amis","Tragi-Comédie","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISROBERT_RIVAUXAMIS.xml","","","","","1653","17","false","0.7179950768186063","0.35294117647058826","1.8088235294117647","iolas","5.647058823529412","3","1653","1668","12","17","4","10","3","0","1","48","","27","","5","17807","16436","75","0","1843"
"boissy-apologie-du-siecle","fre000152","","Boissy","0","L'Apologie du Siècle","Ou Momus Corrigé","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_APOLOGIEDUSIECLE.xml","","","","","1734","8","false","0","0.17857142857142858","1.6666666666666667","momus","1.25","2","1734","1734","5","8","1","3","4","0","3","5","","7","","1","6224","5339","27","0","681"
"boissy-auteur-supersticieux","fre000153","","Boissy","0","L'Auteur Superstitieux","A-Propos en un Acte","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_AUTEURSUPERSTICIEUX.xml","","","","","1732","4","false","0.8333333333333333","0.8333333333333334","1.1666666666666667","arlequin|clitandre","2.5","2","1732","1732","3","4","0","4","0","0","1","5","","8","","1","3309","3231","9","5","347"
"boissy-babillard","fre000154","","Boissy","1","Le Babillard","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_BABILLARD.xml","","","","","1725","13","false","0.866977466977467","0.6538461538461539","1.3461538461538463","leandre","7.846153846153846","2","1725","1745","12","13","8","3","2","0","1","51","","16","","1","5420","5231","65","1","617"
"boissy-comte-de-neuilly","fre000155","","Boissy","0","Le Comte de Neuilly","Comédie Héroïque","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_COMTEDENEUILLY.xml","","","","","1736","6","false","0.8222222222222221","0.7333333333333333","1.2666666666666666","le-comte","3.6666666666666665","2","","1736","5","6","3","1","2","0","1","11","","30","","0","12255","11251","29","0","1263"
"boissy-critique-auteur-supersticieux","fre000156","","Boissy","0","La Critique","Comédie en un Acte et en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_CRITIQUEAUTEURSUPERSTICIEUX.xml","","","","","1732","11","false","0.3757575757575758","0.23636363636363636","2.3636363636363638","arlequin","2.3636363636363638","4","","1732","5","11","4","3","4","0","1","13","","17","","0","10643","9869","212","10","1299"
"boissy-dehors-trompeurs","fre000157","","Boissy","0","Les Dehors Trompeurs","Ou l'Homme du Jour","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_DEHORSTROMPEURS.xml","","","","","1740","9","false","0.6814814814814816","0.6111111111111112","1.4166666666666667","le-baron|le-marquis","4.888888888888889","3","1740","1740","7","9","4","4","1","0","1","22","","50","","5","19846","19450","157","3","2170"
"boissy-francais-a-londres","fre000158","","Boissy","0","Le Français à Londres","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_FRANCAISALONDRES.xml","","","","","1727","7","false","0.8666666666666666","0.7619047619047619","1.2380952380952381","le-marquis","4.571428571428571","2","1727","1727","6","7","2","0","5","0","1","16","","27","","1","10014","9110","197","277","0"
"boissy-frivolite","fre000159","","Boissy","0","La Frivolité","Comédie en un Acte et en Vers.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_FRIVOLITE.xml","","","","","1753","6","false","0.6777777777777777","0.6","1.4","la-frivolite","3","2","1753","1753","5","6","2","4","0","0","1","9","","6","","1","7037","6831","40","0","822"
"boissy-homme-du-jour","fre000160","","Boissy","0","L'Homme du Jour","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_HOMMEDUJOUR.xml","","","","","1732","9","false","0.6814814814814816","0.6111111111111112","1.4166666666666667","le-baron|le-marquis","4.888888888888889","3","","1732","7","9","4","4","1","0","1","22","","50","","5","20030","19663","137","5","2168"
"boissy-je-ne-sais-quoi","fre000161","","Boissy","1","Le je ne Sais quoi","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_JENESAISQUOI.xml","","","","","1731","14","false","0.5292207792207791","0.2087912087912088","1.901098901098901","arlequin","2.7142857142857144","3","","1731","12","14","2","9","3","0","1","19","","15","","1","9947","9178","139","0","1172"
"boissy-medecin-par-occasion","fre000162","","Boissy","0","Le Médecin par Occasion","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_MEDECINPAROCCASION.xml","","","","","1745","7","false","0.9523809523809524","0.9523809523809523","1.0476190476190477","several characters","5.714285714285714","2","1745","1745","6","7","3","4","0","0","1","20","","42","","5","15743","15434","141","2","1735"
"boissy-plagiaire","fre000163","","Boissy","1","Le Plagiaire","Comédie en vers et en Trois Actes.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_PLAGIAIRE.xml","","","","","1746","10","false","0.67","0.4222222222222222","1.7777777777777777","le-baron|la-comtesse|lucile","3.8","4","1746","1746","6","10","4","4","2","0","1","19","","33","","3","10165","9791","251","1","1085"
"boissy-rival-favorable","fre000164","","Boissy","0","Le Rival Favorable","Comédie en Trois Actes en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_RIVALFAVORABLE.xml","","","","","1739","8","false","0.725","0.6428571428571429","1.3928571428571428","marton|damon|arlequin","4.5","3","1739","1739","6","8","2","4","2","0","1","18","","38","","3","14674","14393","82","4","1659"
"boissy-vie-est-un-songe","fre000165","","Boissy","0","La Vie Est un Songe","Comédie-Héroïque","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_VIEESTUNSONGE.xml","","","","","1732","8","false","0.7","0.5714285714285714","1.4642857142857142","arlequin|sigismond","4","3","1732","1732","6","8","1","6","1","0","1","16","","29","","3","11763","11441","146","0","1411"
"boniface-obelixe","fre000166","","Boniface","0","L'Obelixe","Dit par Coquelin Cadet de la Comédie Française","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BONIFACE_OBELIXE.xml","","","","","1883","1","false","0","0","0","le-passant-saoul","0","0","","1883","0","1","0","0","1","0","1","0","","1","","1","904","867","3","0","88"
"bonnetain-apres-le-divorce","fre000167","","Bonnetain","0","Après le Divorce","Pièce en un Acte, en Prose","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BONNETAIN_APRESLEDIVORCE.xml","","","","","1662","4","false","0.8333333333333333","0.8333333333333334","1.1666666666666667","rene|monsieur-blaisy","2.5","2","1662","1890","3","4","1","0","3","0","1","5","","5","","1","5692","5395","706","194","0"
"bonnetain-ma-poupee","fre000168","","Bonnetain","0","Ma Poupée","Saynète","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BONNETAIN_MAPOUPEE.xml","","","","","1662","1","false","0","0","0","suzette","0","0","1662","1885","0","1","1","0","0","0","1","0","","1","","0","1912","1863","9","36","0"
"bornier-quinze-janvier","fre000169","","Bornier","0","Le Quinze Janvier","A-Propos","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BORNIER_QUINZEJANVIER.xml","","","","","1825","3","false","0","0.6666666666666666","1.3333333333333333","le-poete","1.3333333333333333","2","1825","1860","2","3","0","2","1","0","1","2","","3","","1","2838","2557","37","0","264"
"bornier-racine","fre000170","","Bornier","0","Hommage à Racine","Vers qui Devaient Etre Lus au Théâtre-Français pour l'Anniversaire de sa Naissance le 21 Décembre 1855","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BORNIER_RACINE.xml","","","","","1855","1","false","0","0","0","le-recitant","0","0","","1855","0","1","0","1","0","0","1","0","","1","","1","1067","789","10","0","92"
"boucher-champagne-le-coiffeur","fre000171","","Boucher","0","Champagne le Coiffeur","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOUCHER_CHAMPAGNELECOIFFEUR.xml","","","","","1662","6","false","1","1","1","several characters","5","1","1662","1662","5","6","2","3","1","0","1","15","","13","","1","8177","6265","5","0","864"
"bouilly-descartes","fre000172","","Bouilly","0","René-Descartes.","Trait Historique","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOUILLY_DESCARTES.xml","","","","","1796","7","false","0.9238095238095239","0.9047619047619048","1.0952380952380953","several characters","5.428571428571429","2","1796","1796","6","7","1","4","2","0","1","19","","29","","2","10716","9714","1068","369","0"
"boursault-comedie-sans-titre","fre000173","","Boursault","0","La Comédie sans Titre","Revue et corrigée par son véritable Auteur","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_COMEDIESANSTITRE.xml","","","","","1683","21","false","0.6301865775549986","0.19523809523809524","1.8761904761904762","oronte","3.9047619047619047","3","1683","1694","19","21","6","12","3","0","1","41","","32","","5","18213","16568","103","1","1922"
"boursault-deux-freres-gemeaux","fre000174","","Boursault","0","Les Deux Frères Gémeaux","Ou les Menteurs qui ne Mentent Point","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_DEUXFRERESGEMEAUX.xml","","","","","1665","11","false","0.8383838383838383","0.7454545454545455","1.2727272727272727","several characters","7.454545454545454","3","","1665","9","11","3","6","2","0","1","41","","56","","5","18992","18270","200","0","2062"
"boursault-esope","fre000175","","Boursault","0","Esope à la Cour","Comédie Héroïque","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_ESOPE.xml","","","","","1701","17","false","0.5330532212885154","0.22058823529411764","1.75","esope","3.5294117647058822","2","1701","1701","15","17","2","12","3","0","2","30","","39","","5","23106","22841","221","0","2593"
"boursault-fete-de-la-seine","fre000176","","Boursault","0","La Fête de la Seine","Divertissement en Musique","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_FETEDELASEINE.xml","","","","","1690","14","true","1","1","1","several characters","13","1","1690","1690","13","14","2","5","7","0","1","91","","2","","1","1448","1272","61","0","181"
"boursault-germanicus","fre000177","","Boursault","0","Germanicus","Tragédie.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_GERMANICUS.xml","","","","","1673","7","false","0.7952380952380951","0.6666666666666666","1.3333333333333333","agrippine","4","2","1673","1694","6","7","3","4","0","0","1","14","","20","","5","19594","17980","23","1","1956"
"boursault-jaloux-endormi","fre000178","","Boursault","0","Le Jaloux Endormi","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_JALOUXENDORMI.xml","","","","","1662","5","false","1","1","1","several characters","4","1","1662","1662","4","5","1","3","1","0","1","10","","15","","1","6317","5508","26","0","708"
"boursault-marie-stuard","fre000179","","Boursault","0","Marie Stuard","Reine D'Ecosse.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_MARIESTUARD.xml","","","","","1683","9","false","0.6888888888888889","0.5","1.6111111111111112","norfolk|elisabeth|morray","4","3","1683","1691","6","9","2","7","0","0","1","18","","32","","5","15992","15595","37","0","1732"
"boursault-medecin-volant","fre000180","","Boursault","0","Le Médecin Volant","Comédie Burlesque","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_MEDECINVOLANT.xml","","","","","1666","7","false","0.8857142857142858","0.7142857142857143","1.2857142857142858","fernand|crispin","4.285714285714286","2","1694","1666","6","7","2","5","0","0","1","15","","25","","1","6546","5853","171","0","702"
"boursault-mort-vivant","fre000181","","Boursault","0","Le Mort Vivant","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_MORTVIVANT.xml","","","","","1662","8","false","0.7714285714285715","0.6785714285714286","1.3214285714285714","henriquez","4.75","2","1662","1662","7","8","1","4","3","0","1","19","","20","","3","9907","9077","12","0","1126"
"boursault-mots-a-la-mode","fre000182","","Boursault","0","Les Mots à la Mode","Petite Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_MOTSALAMODE.xml","","","","","1694","14","false","0.8927738927738929","0.6813186813186813","1.3186813186813187","madame-josse|babet","8.857142857142858","2","1694","1694","13","14","6","7","1","0","1","62","","15","","1","10617","8860","7","1","908"
"boursault-portrait-du-peintre","fre000183","","Boursault","0","Le Portrait du Peintre","Ou la Contre-Critique de l'Ecole des Femmes","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_PORTRAITDUPEINTRE.xml","","","","","1663","9","false","0.9153439153439152","0.8888888888888888","1.1111111111111112","several characters","7.111111111111111","2","1663","1663","8","9","2","7","0","0","1","32","","9","","1","7321","6337","20","4","716"
"boursault-satire-des-satires","fre000184","","Boursault","0","La Satire des Satires","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_SATIREDESSATIRES.xml","","","","","1669","8","false","0.8940476190476191","0.8214285714285714","1.1785714285714286","emilie|le-chevalier|le-marquis","5.75","2","1694","1669","7","8","2","5","1","0","1","23","","7","","1","10876","9215","21","0","1029"
"boyer-agamemnon","fre000186","","Boyer","0","Agamemnon","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_AGAMEMNON.xml","","","","","1647","9","false","0.45185185185185184","0.3888888888888889","1.75","oreste","3.111111111111111","3","1647","1680","6","9","3","6","0","0","1","14","","38","","5","15652","14634","5","0","1711"
"boyer-amours-jupiter-semele","fre000187","","Boyer","0","Les Amours de Jupiter et de Sémélé","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_AMOURSJUPITERSEMELE.xml","","","","","1666","22","false","0.6908064158064158","0.17316017316017315","1.8591549295774648","semele","3.6363636363636362","3","1666","1666","13","22","9","6","7","0","3","40","","40","","5","20428","18982","589","0","2078"
"boyer-aristodeme","fre000188","","Boyer","0","Aristodème","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_ARISTODEME.xml","","","","","1647","9","false","0.7793650793650794","0.6666666666666666","1.3611111111111112","alcidamas|aristodeme|le-roi","5.333333333333333","3","1647","1648","7","9","3","3","3","0","1","24","","23","","5","13310","12377","17","0","1445"
"boyer-artaxerce","fre000189","","Boyer","1","Artaxerce","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_ARTAXERCE.xml","","","","","1682","9","false","0.37777777777777777","0.3888888888888889","1.8333333333333333","darius|le-roi|aspasie","3.111111111111111","4","1682","1683","5","9","4","4","1","0","1","14","","32","","5","19172","14660","11","0","1637"
"boyer-clotilde","fre000190","","Boyer","0","Clotilde","Tragédie.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_CLOTILDE.xml","","","","","1659","8","false","0.7821428571428571","0.6428571428571429","1.3571428571428572","clotilde","4.5","2","","1659","7","8","4","3","1","0","1","18","","39","","0","18923","18152","3","0","2047"
"boyer-federic","fre000191","","Boyer","0","Fédéric","Tragi-Comédie","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_FEDERIC.xml","","","","","1659","9","false","0.7264550264550265","0.6111111111111112","1.4166666666666667","federic|valere|camille","4.888888888888889","3","1659","1660","7","9","3","5","1","0","1","22","","39","","5","17507","16645","21","0","1831"
"boyer-jeune-marius","fre000192","","Boyer","0","Le Jeune Marius","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_JEUNEMARIUS.xml","","","","","1670","9","false","0.753968253968254","0.4444444444444444","1.5555555555555556","cecilie","3.5555555555555554","2","","1670","8","9","4","4","1","0","1","16","","28","","2","17297","16271","3","0","1821"
"boyer-judith","fre000193","","Boyer","0","Judith","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_JUDITH.xml","","","","","1695","11","false","0.6324675324675325","0.4","1.7636363636363637","misaël","4","3","1695","1695","7","11","2","5","4","0","1","22","","36","","5","14974","13016","7","0","1543"
"boyer-lisimene","fre000194","","Boyer","0","Lisimène ou La Jeune Bergère","Pastorale","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_LISIMENE.xml","","","","","1672","15","false","0.8724867724867724","0.3619047619047619","1.5217391304347827","silene","5.066666666666666","3","1695","1672","9","15","4","6","5","0","2","38","","38","","5","17330","16273","51","0","1852"
"boyer-mort-enfants-brute","fre000195","","Boyer","0","La Mort des Enfants de Brute","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_MORTENFANTSBRUTE.xml","","","","","1647","10","false","0.7964285714285715","0.6666666666666666","1.3333333333333333","tullie","6","2","1647","1648","9","10","6","4","0","0","1","30","","23","","5","13293","12899","0","0","1542"
