id,name,playName,wikidataId,normalizedGenre,libretto,firstAuthor,title,subtitle,numOfCoAuthors,maxDegreeIds,numOfSegments,numOfActs,numOfSpeakers,numOfSpeakersMale,numOfSpeakersFemale,numOfSpeakersUnknown,numOfPersonGroups,numOfP,numOfL,wikipediaLinkCount,wordCountText,wordCountSp,wordCountStage,yearWritten,yearPremiered,yearPrinted,yearNormalized,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,averageDegree,density,averageClustering,size,maxDegree,numConnectedComponents,numEdges,diameter,averagePathLength
fre000497,diderot-est-il-bon-est-il-mechant,diderot-est-il-bon-est-il-mechant,Q3058772,Comedy,False,Diderot,"Est-il Bon, Est-il Méchant ?",Comédie,0,monsieur-hardouin|madame-de-chepy,62,3,16,6,5,5,0,975,15,0.0,24330,23355,431,,,1781,1781.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DIDEROT_ESTILBONESTILMECHANT.xml', 'http://theatre-classique.fr/pages/documents/DIDEROT_ESTILBONESTILMECHANT.xml']",,,,,7.25,0.48333333333333306,0.7742018398268391,16,12.0,1.0,58.0,3.0,1.583333333333333
fre000498,diderot-fils-naturel,diderot-fils-naturel,Q3222842,Tragicomedy,False,Diderot,Le Fils Naturel,Ou les Epreuves de la Vertu,0,dorval,37,5,10,6,3,1,0,444,0,0.0,17791,16177,1720,,1757.0,1757,1757.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DIDEROT_FILSNATUREL.xml', 'http://theatre-classique.fr/pages/documents/DIDEROT_FILSNATUREL.xml']",,,,,4.6,0.5111111111111111,0.6780952380952381,10,8.0,1.0,23.0,3.0,1.533333333333333
fre000499,diderot-paradoxe-comedien,diderot-paradoxe-comedien,Q3363343,,False,Diderot,Paradoxe sur le Comédien,Ouvrage Posthume,0,premier-interlocuteur|second-interlocuteur,1,0,2,2,0,0,0,312,56,0.0,24252,24023,105,,,1830,1830.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DIDEROT_PARADOXECOMEDIEN.xml', 'http://theatre-classique.fr/pages/documents/DIDEROT_PARADOXECOMEDIEN.xml']",,,,,1.0,1.0,0.0,2,1.0,1.0,1.0,1.0,1.0
fre000500,diderot-pere-de-famille,diderot-pere-de-famille,Q3226137,Comedy,False,Diderot,Le Père de Famille,Comédie en Cinq Actes et en Prose,0,le-pere-de-famille|cecile,53,5,20,6,5,9,0,1122,0,0.0,29025,25561,2056,,1760.0,1758,1758.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DIDEROT_PEREDEFAMILLE.xml', 'http://theatre-classique.fr/pages/documents/DIDEROT_PEREDEFAMILLE.xml']",,,,,10.2,0.536842105263157,0.8617045372927721,20,18.0,1.0,102.0,2.0,1.463157894736842
fre000501,diderot-piece-prologue,diderot-piece-prologue,,Comedy,False,Diderot,La Pièce et le Prologue,Ou Celui qui les Sert Tous et qui n'en Contente Aucun,0,mademoiselle-beaulieu|monsieur-hardouin,40,1,12,5,3,4,0,562,14,,14568,13754,141,,1760.0,1771,1760.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DIDEROT_PIECEPROLOGUE.xml', 'http://theatre-classique.fr/pages/documents/DIDEROT_PIECEPROLOGUE.xml']",,,,,5.666666666666667,0.515151515151515,0.741071428571428,12,9.0,1.0,34.0,3.0,1.545454545454545
fre001543,diderot-reve-d-alembert,diderot-reve-d-alembert,Q3226802,,False,Diderot,Rêve de d'Alembert,,0,several characters,1,0,4,2,1,1,0,477,0,0.0,18661,18636,82,,,1830,1830.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DIDEROT_REVEDALEMBERT.xml', 'http://theatre-classique.fr/pages/documents/DIDEROT_REVEDALEMBERT.xml']",,,,,3.0,1.0,1.0,4,3.0,1.0,6.0,1.0,1.0
fre000502,discret-noces-de-vaugirard,discret-noces-de-vaugirard,,Comedy,False,Discret,Les Noces de Vaugirard ou Les Naïvetés Champêtres.,Pastorale Dédiée à Ceux qui Veulent Rire.,0,floridon|lidiane,25,5,15,5,4,6,0,0,2153,,21368,19385,242,,1635.0,1688,1635.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DISCRET_NOCESDEVAUGIRARD.xml', 'http://theatre-classique.fr/pages/documents/DISCRET_NOCESDEVAUGIRARD.xml']",,,,,8.266666666666667,0.59047619047619,0.8644710844710841,15,14.0,1.0,62.0,2.0,1.409523809523809
fre001544,donnay-eux,donnay-eux,,Comedy,False,Donnay,Eux ! Saynète,,0,achille|helene|les-deux-noces,1,0,3,1,1,1,0,173,23,,3613,3536,216,,,1891,1891.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DONNAY_EUX.xml', 'http://theatre-classique.fr/pages/documents/DONNAY_EUX.xml']",,,,,2.0,1.0,1.0,3,2.0,1.0,3.0,1.0,1.0
fre000504,donneau-de-vise-amours-du-soleil,donneau-de-vise-amours-du-soleil,,Tragedy,False,Donneau de Visé,Les Amours du Soleil,Tragédie en Machines,0,apollon,59,6,25,4,7,14,0,0,2156,,27090,19489,752,,1667.0,1671,1667.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DONNEAUDEVISE_AMOURSDUSOLEIL.xml', 'http://theatre-classique.fr/pages/documents/DONNEAUDEVISE_AMOURSDUSOLEIL.xml']",,,,,4.48,0.186666666666666,0.577069597069597,25,14.0,4.0,56.0,4.0,2.061611374407583
fre000505,donneau-de-vise-cocue-imaginaire,donneau-de-vise-cocue-imaginaire,,Comedy,False,Donneau de Visé,La Cocue Imaginaire,Comédie,0,cephise,22,1,8,4,4,0,0,0,660,,8244,6001,124,,1660.0,1660,1660.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DONNEAUDEVISE_COCUEIMAGINAIRE.xml', 'http://theatre-classique.fr/pages/documents/DONNEAUDEVISE_COCUEIMAGINAIRE.xml']",,,,,4.0,0.5714285714285711,0.6125,8,6.0,1.0,16.0,3.0,1.5
fre000503,donneau-de-vise-corneille-devineresse,donneau-de-vise-corneille-devineresse,,Comedy,False,Donneau de Visé,La Devineresse,Ou les Faux Enchantements,1,madame-jobin,56,5,23,6,10,7,0,1195,4,,32472,30726,395,,1679.0,1680,1679.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DONNEAUDEVISE-CORNEILLE_DEVINERESSE.xml', 'http://theatre-classique.fr/pages/documents/DONNEAUDEVISE-CORNEILLE_DEVINERESSE.xml']",,,,,4.782608695652174,0.21739130434782603,0.661421670117322,23,21.0,1.0,55.0,3.0,1.8379446640316202
fre000506,donneau-de-vise-dames-vengees,donneau-de-vise-dames-vengees,,Comedy,False,Donneau de Visé,Les Dames Vengées,Ou la Dupe de Soi-Même,1,marton|silvanire|orasie,53,5,10,4,6,0,0,965,3,,22183,20827,53,,1695.0,1695,1695.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DONNEAUDEVISE_DAMESVENGEES.xml', 'http://theatre-classique.fr/pages/documents/DONNEAUDEVISE_DAMESVENGEES.xml']",,,,,7.2,0.8,0.8940476190476191,10,9.0,1.0,36.0,2.0,1.2
fre000507,donneau-de-vise-delie,donneau-de-vise-delie,,,False,Donneau de Visé,Délie,Pastorale,0,licidas|delie|celiante,47,5,9,5,3,1,0,0,1704,,15911,14899,160,,1667.0,1668,1667.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DONNEAUDEVISE_DELIE.xml', 'http://theatre-classique.fr/pages/documents/DONNEAUDEVISE_DELIE.xml']",,,,,6.222222222222222,0.777777777777777,0.8634920634920631,9,8.0,1.0,28.0,2.0,1.222222222222222
fre000508,donneau-de-vise-embarras-de-godard,donneau-de-vise-embarras-de-godard,,Comedy,False,Jean Donneau de Vizé,L'Embarras de Godard,Ou l'Accouchée,0,monsieur-godard,29,1,10,6,4,0,0,0,858,,8532,7757,430,,,1668,1668.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DONNEAUDEVISE_EMBARRASDEGODARD.xml', 'http://theatre-classique.fr/pages/documents/DONNEAUDEVISE_EMBARRASDEGODARD.xml']",,,,,6.6,0.7333333333333331,0.9095238095238091,10,9.0,1.0,33.0,2.0,1.266666666666666
fre000509,donneau-de-vise-gentil-homme-guepin,donneau-de-vise-gentil-homme-guepin,,Comedy,False,Donneau de Visé,Le Gentilhomme Guespin,Comédie,1,le-vicomte,27,1,16,3,3,10,0,3,825,,8898,7823,261,,1670.0,1670,1670.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DONNEAUDEVISE_GENTILHOMMEGUEPIN.xml', 'http://theatre-classique.fr/pages/documents/DONNEAUDEVISE_GENTILHOMMEGUEPIN.xml']",,,,,8.625,0.5750000000000001,0.8359813797313791,16,15.0,1.0,69.0,2.0,1.425
fre000510,donneau-de-vise-intrigues-de-la-loterie,donneau-de-vise-intrigues-de-la-loterie,,Comedy,False,Donneau de Visé,Les Intrigues de la Loterie,Comédie,0,florine,37,3,18,10,6,2,0,0,1260,,11256,10146,63,,1663.0,1670,1663.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DONNEAUDEVISE_INTRIGUESDELALOTERIE.xml', 'http://theatre-classique.fr/pages/documents/DONNEAUDEVISE_INTRIGUESDELALOTERIE.xml']",,,,,8.11111111111111,0.47712418300653603,0.8388370888370881,18,14.0,1.0,73.0,3.0,1.607843137254902
fre000511,donneau-de-vise-mere-coquette,donneau-de-vise-mere-coquette,,Comedy,False,Donneau de Visé,La Mère Coquette,Ou les Amants Brouillés,0,lucinde|jacinte|geronte,28,3,7,4,2,1,0,0,1194,,11838,10731,122,,,1666,1666.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DONNEAUDEVISE_MERECOQUETTE.xml', 'http://theatre-classique.fr/pages/documents/DONNEAUDEVISE_MERECOQUETTE.xml']",,,,,5.142857142857143,0.8571428571428571,0.914285714285714,7,6.0,1.0,18.0,2.0,1.142857142857142
fre000512,donneau-de-vise-vengeance-des-marquis,donneau-de-vise-vengeance-des-marquis,,Comedy,False,Donneau de Visé,La Réponse A l'Impromptu de Versailles,Ou la Vengeance des Marquis,0,cleante,7,1,9,5,4,0,0,209,4,,5957,5650,77,,1663.0,1664,1663.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DONNEAUDEVISE_VENGEANCEDESMARQUIS.xml', 'http://theatre-classique.fr/pages/documents/DONNEAUDEVISE_VENGEANCEDESMARQUIS.xml']",,,,,5.777777777777778,0.7222222222222221,0.8915343915343911,9,8.0,1.0,26.0,2.0,1.277777777777777
fre000513,donneau-de-vise-veuve-a-la-mode,donneau-de-vise-veuve-a-la-mode,,Comedy,False,Donneau de Visé,La Veuve à la Mode,Comédie,0,crispin|beatrix,23,1,12,4,4,4,0,0,684,,6133,5723,52,,,1668,1668.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DONNEAUDEVISE_VEUVEALAMODE.xml', 'http://theatre-classique.fr/pages/documents/DONNEAUDEVISE_VEUVEALAMODE.xml']",,,,,5.833333333333333,0.53030303030303,0.844552669552669,12,11.0,1.0,35.0,2.0,1.469696969696969
fre000514,donneau-de-vise-zelinde,donneau-de-vise-zelinde,,Comedy,False,Donneau de Visé,Zélinde,Ou la Véritable Crtique de l'Ecole des Femmes ou La Critique de la Critique,1,oriane,13,1,11,8,3,0,0,248,2,,13352,13037,28,,1663.0,1663,1663.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DONNEAUDEVISE_ZELINDE.xml', 'http://theatre-classique.fr/pages/documents/DONNEAUDEVISE_ZELINDE.xml']",,,,,4.909090909090909,0.49090909090909,0.6790764790764791,11,9.0,1.0,27.0,3.0,1.545454545454545
fre000515,dorat-celibataire,dorat-celibataire,,Comedy,False,Dorat,Le Célibataire,Comédie en Cinq Actes et en vers,0,verseuil|nerine|terville,45,5,9,5,1,3,0,0,2321,,20130,19577,486,,1775.0,1776,1775.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DORAT_CELIBATAIRE.xml', 'http://theatre-classique.fr/pages/documents/DORAT_CELIBATAIRE.xml']",,,,,5.333333333333333,0.6666666666666661,0.8042328042328041,9,7.0,1.0,24.0,3.0,1.3611111111111112
fre001680,dorat-la-feinte-par-amour,dorat-la-feinte-par-amour,,Comedy,False,Dorat,La Feinte par Amour,Comédie en Trois Actes et en vers,0,several characters,24,0,6,2,3,1,0,0,1227,,10387,9984,237,,1773.0,1773,1773.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DORAT_FEINTEPARAMOUR.xml', 'http://theatre-classique.fr/pages/documents/DORAT_FEINTEPARAMOUR.xml']",,,,,5.0,1.0,1.0,6,5.0,1.0,15.0,1.0,1.0
fre001681,dorat-les-proneurs,dorat-les-proneurs,,Comedy,False,Dorat,Les Prôneurs ou Le Tartuffe Littéraire,Comédie en Trois Actes et en vers,0,madame-de-norville,33,2,17,8,6,3,0,0,1554,,15310,13642,444,,,1777,1777.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DORAT_PRONEURS.xml', 'http://theatre-classique.fr/pages/documents/DORAT_PRONEURS.xml']",,,,,9.411764705882353,0.5882352941176471,0.7978821831763001,17,15.0,1.0,80.0,2.0,1.411764705882353
fre000516,dorat-regulus,dorat-regulus,,Tragedy,False,Dorat,Régulus,Tragédie en Trois Actes et en Vers.,0,marcie,14,3,7,5,2,0,0,0,875,,11377,7572,250,,,1765,1765.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DORAT_REGULUS.xml', 'http://theatre-classique.fr/pages/documents/DORAT_REGULUS.xml']",,,,,3.714285714285714,0.6190476190476191,0.6952380952380951,7,6.0,1.0,13.0,2.0,1.380952380952381
fre000517,dorimond-amours-de-trapolin,dorimond-amours-de-trapolin,,Comedy,False,Dorimond,Les Amours de Trapolin,Comédie,0,several characters,8,1,6,2,3,1,0,0,561,,5593,5074,0,,,1662,1662.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DORIMOND_AMOURSDETRAPOLIN.xml', 'http://theatre-classique.fr/pages/documents/DORIMOND_AMOURSDETRAPOLIN.xml']",,,,,5.0,1.0,1.0,6,5.0,1.0,15.0,1.0,1.0
fre000518,dorimond-comedie-de-la-comedie,dorimond-comedie-de-la-comedie,,Comedy,False,Dorimond,La Comédie de la Comédie,Comédie,0,several characters,5,1,10,0,0,10,0,0,239,,2989,2474,6,,,1662,1662.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DORIMOND_COMEDIEDELACOMEDIE.xml', 'http://theatre-classique.fr/pages/documents/DORIMOND_COMEDIEDELACOMEDIE.xml']",,,,,1.6,0.177777777777777,0.6000000000000001,10,2.0,4.0,8.0,1.0,1.0
fre000519,dorimond-ecole-des-cocus,dorimond-ecole-des-cocus,,Comedy,False,Dorimond,L'Ecole des Cocus,Ou la Précaution Inutile,0,le-capitan|le-docteur,12,1,7,3,3,1,0,3,370,,4914,3920,22,,,1661,1661.0,"['http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/DORIMOND_ECOLEDESCOCUS.xml', 'http://theatre-classique.fr/pages/documents/DORIMOND_ECOLEDESCOCUS.xml']",,,,,4.857142857142857,0.8095238095238091,0.9238095238095231,7,6.0,1.0,17.0,2.0,1.19047619047619
